Song_id,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Track URI,Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,No of times Songs Played
145,Lost in You,spotify:artist:7wrO1Wp5ewxoYjcbd2bmj8,Curtis Lowe,spotify:album:2fG2U6qomqqdnetD7jb8V2,Lost in You,spotify:artist:7wrO1Wp5ewxoYjcbd2bmj8,spotify:track:7EOn5jiKfGQQDFkeBmaLQy,Curtis Lowe,9/17/2020,https://i.scdn.co/image/ab67616d0000b273de6daa8c245e34f6e975826c,1,1,246545,https://p.scdn.co/mp3-preview/a9ace726648bbefddb4e4c2e765a01ffaffb5c55?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,3164
146,Dancing in the Moonlight,spotify:artist:6xeFne1rkxMhKSW3ipvkdV,Toploader,spotify:album:2ww2PXKiHk7rNv26rjVJ5z,Onka's Big Moka,spotify:artist:6xeFne1rkxMhKSW3ipvkdV,spotify:track:3Fzlg5r1IjhLk2qRw667od,Toploader,2000,https://i.scdn.co/image/ab67616d0000b273e16a6534cd5a968a5b725d03,1,2,232693,https://p.scdn.co/mp3-preview/d3ebc26617284b756aedf4e9176163ad050a5205?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,1779
147,Mama Told Me,spotify:artist:34FaOZVHZFudyhuJ6aCPVf,Emily + Shawn,spotify:album:2lEuRt7PAN0xZkukIYQovD,Mama Told Me,spotify:artist:34FaOZVHZFudyhuJ6aCPVf,spotify:track:3rs1A3VDRAIF6cFBsPo8g2,Emily + Shawn,10/28/2022,https://i.scdn.co/image/ab67616d0000b273e7a7cdaa7486b613efa4f0fa,1,1,147766,https://p.scdn.co/mp3-preview/e21dd1a12f54ddbb317cf32521a5c158af7d528c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,7,3663
148,"Yo x Ti, Tu x Mi","spotify:artist:7ltDVBr6mKbRvohxheJ9h1, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY","ROSALÍA, Ozuna",spotify:album:3844bY26oeSkqd06th4EYp,"Yo x Ti, Tu x Mi","spotify:artist:7ltDVBr6mKbRvohxheJ9h1, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY",spotify:track:7BlBVFwvbWvcwNcUarQmjk,"ROSALÍA, Ozuna",8/15/2019,https://i.scdn.co/image/ab67616d0000b273694844fd046ab81e5dc9a4cf,1,1,201040,https://p.scdn.co/mp3-preview/fde591febb5a6d302ee6936d6b2e7236d55977ed?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,759
149,Uber King,spotify:artist:4EAFjoF1wjcucRUHESFRwm,Champion The Boy,spotify:album:4AeQRvSfgDrmX54zNw3hDC,Uber King,spotify:artist:4EAFjoF1wjcucRUHESFRwm,spotify:track:5YN2XjJfGpECnGoqI4CXCk,Champion The Boy,10/31/2022,https://i.scdn.co/image/ab67616d0000b27334dfad287e16b87c3664496f,1,1,225500,https://p.scdn.co/mp3-preview/9a7e253de90891b59032f740459ede649eea447a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,10,4526
150,21,spotify:artist:2r0yMEgG6KWd9kHSZpL3wx,Zion Isaiah,spotify:album:6G8S1QV8876PjgYUXUkI2C,21,spotify:artist:2r0yMEgG6KWd9kHSZpL3wx,spotify:track:1ABlHWEuWC2PbsiZNarj5M,Zion Isaiah,10/28/2022,https://i.scdn.co/image/ab67616d0000b27380b621d03e178cbea058b948,1,1,188126,https://p.scdn.co/mp3-preview/5616e7c5397d4a0480bb480d4c941e7ad5260d03?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,12,1640
151,Wake Me Up,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,spotify:album:1s9tU91VJt4sU5owi29GD3,TRUE,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,Avicii,9/13/2013,https://i.scdn.co/image/ab67616d0000b2734cfcceb6f9b1aae8752810e7,1,1,247426,,FALSE,4,3132
152,Miami,spotify:artist:41qil2VaGbD194gaEcmmyx,Will Smith,spotify:album:2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style,spotify:artist:41qil2VaGbD194gaEcmmyx,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,Will Smith,10/3/1997,https://i.scdn.co/image/ab67616d0000b273ddf2f9edabd166c60047e3c4,1,8,197560,https://p.scdn.co/mp3-preview/8f8766fb3a40bd35a442867e031d59b7be9da8d6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,3851
153,Valerie (feat. Amy Winehouse) - Version Revisited,,"Mark Ronson, Amy Winehouse",spotify:album:0g8bYxIjEojf4hyQlVVn99,,,spotify:track:4BfRDZLIiznSnwU7DdDL9N,Mark Ronson,6/22/2007,https://i.scdn.co/image/ab67616d0000b2736ce8778850953efb9645dee6,1,5,219413,,FALSE,,2858
154,One More Day In Paradise,"spotify:artist:5eG7CShmVJKxJ168KQcpLv, spotify:artist:4sjFnd8UqozY6fouTsOhQ5","Jimmy Cloud, Willy Sinclair",spotify:album:4xO0lQUG5Ij3fZDFSkHpU2,One More Day In Paradise,spotify:artist:5eG7CShmVJKxJ168KQcpLv,spotify:track:6JGLaw1hilVXrbnHvAKFOi,Jimmy Cloud,2/18/2022,https://i.scdn.co/image/ab67616d0000b2736d6d327d9d424e8eb5dd8906,1,1,217391,https://p.scdn.co/mp3-preview/a1999c3bd3546b4f58bfdf976639337ea6ab07fe?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,20,6931
155,Funky Town,spotify:artist:4pnp4w9g30yLfVIAFnZMRd,ACRAZE,spotify:album:5ldRVOFCuprIDO4hdo9hSn,Funky Town,spotify:artist:4pnp4w9g30yLfVIAFnZMRd,spotify:track:1fKnpml7V0VImOFQA7XXyj,ACRAZE,2/19/2021,https://i.scdn.co/image/ab67616d0000b2732e2b88ed379cf2771c3dba30,1,1,157464,https://p.scdn.co/mp3-preview/3023c7dfc3050e1b32f15ed401b8b15efd278935?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,3682
156,Flowers Need Rain,"spotify:artist:5TvdGhdmRObqOkU6eGfXb5, spotify:artist:2uFC1dAj5b0YU7vulKNZ0p","Preston Pablo, Banx & Ranx",spotify:album:5oybxVX6goJoWlZYvJYAGN,Flowers Need Rain,"spotify:artist:5TvdGhdmRObqOkU6eGfXb5, spotify:artist:2uFC1dAj5b0YU7vulKNZ0p",spotify:track:079mntueS2KWjxVqOHjG70,"Preston Pablo, Banx & Ranx",4/8/2022,https://i.scdn.co/image/ab67616d0000b273f62169327210cf3f933da737,1,1,168126,,FALSE,72,9249
157,Blinding Lights,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:album:2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:track:0sf12qNH5qcw8qpgymFOqD,The Weeknd,11/29/2019,https://i.scdn.co/image/ab67616d0000b273c464fabb4e51b72d657f779a,1,1,201573,,FALSE,18,6453
158,Glad to be Alive,"spotify:artist:7hFvKdRcluwievforOsBqZ, spotify:artist:1j6bL7AfB6QODuD4zAEwA3","Doppe & Kokke, Justin Erinn",spotify:album:0pW2SiffK577obQCXoZNEw,Glad to be Alive,"spotify:artist:7hFvKdRcluwievforOsBqZ, spotify:artist:1j6bL7AfB6QODuD4zAEwA3",spotify:track:31RPWQZ4D0XPDNmYl6jgKJ,"Doppe & Kokke, Justin Erinn",5/5/2022,https://i.scdn.co/image/ab67616d0000b273c02e587d10b3856e9b51eefe,1,1,183145,https://p.scdn.co/mp3-preview/f5d87df611a2a2003273da6341d261d9f0c52dd4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,6309
159,STAY (with Justin Bieber),"spotify:artist:2tIP7SsRs7vjIcLrU85W8J, spotify:artist:1uNFoZAHBGtllmzznpCI3s","The Kid LAROI, Justin Bieber",spotify:album:4bZJWQhHKJckFLJuYdvyX2,F*CK LOVE 3: OVER YOU,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:5PjdY0CKGZdEuoNab3yDmX,The Kid LAROI,7/23/2021,https://i.scdn.co/image/ab67616d0000b2738e6551a2944764bc8e33a960,1,3,141805,https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,86,6351
160,Best Life,spotify:artist:1MBXMFPj3IwgmUkHJATWm8,KOYOTIE,spotify:album:5kbkxCsprjXjxXojTlp09C,Best Life,spotify:artist:1MBXMFPj3IwgmUkHJATWm8,spotify:track:5QmqY6O1n94t9J2hGf0OoW,KOYOTIE,9/21/2018,https://i.scdn.co/image/ab67616d0000b273c8a10683b7467e0b001c7d62,1,1,179743,,FALSE,22,9958
161,Life Is Strange,spotify:artist:6OkqAt7MtIDPOadHr1gEkz,Matt Hartke,spotify:album:36oXYqynbDtHk97qfE98In,Life Is Strange,spotify:artist:6OkqAt7MtIDPOadHr1gEkz,spotify:track:4AnXjEKYZgTfZBnlnfPzKO,Matt Hartke,4/15/2022,https://i.scdn.co/image/ab67616d0000b2739104c62959bc64ff5daae776,1,1,183270,https://p.scdn.co/mp3-preview/7b0a50079f72dba7b618a37d5aac724c8e3a60ce?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,12,6970
162,Not For Me,spotify:artist:5w3B8Yivj5m2bgDixId20g,Alyssa & Gia,spotify:album:3kYAKFbVeUAh6GLqflEvhR,Not For Me,spotify:artist:5w3B8Yivj5m2bgDixId20g,spotify:track:0kZ60vnXZw6dkPnjxq6jZC,Alyssa & Gia,7/1/2022,https://i.scdn.co/image/ab67616d0000b27307eae4f8fcb39d9869a6cc63,1,1,171800,https://p.scdn.co/mp3-preview/5c257eec8512697cdbf2e54a6f34a414294b8dfb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,8767
163,Like This,spotify:artist:0WQeks0V23kiwHh4NY9KsV,M I R Ó U X,spotify:album:7LLw7qC6Hxaolqkp9VmErJ,Like This,spotify:artist:0WQeks0V23kiwHh4NY9KsV,spotify:track:1q8ULQnu7jomo5RsBBq1qT,M I R Ó U X,7/27/2022,https://i.scdn.co/image/ab67616d0000b273e461fefe68406b62e015c4d5,1,1,184956,https://p.scdn.co/mp3-preview/7dabf8611f042f3ef39a8c1c5caf3e5beeb5c61f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,1590
164,Daydream,spotify:artist:76ABe2gQodROtWDOWQRL9J,Sindresu,spotify:album:0ZyhG287mD6rWe3aWG6tAv,Daydream,spotify:artist:76ABe2gQodROtWDOWQRL9J,spotify:track:290r20klliedVtl69h4Xs4,Sindresu,9/9/2022,https://i.scdn.co/image/ab67616d0000b273182dd533d1e8234fac0030e2,1,1,196363,https://p.scdn.co/mp3-preview/2cb07c629c406573c5a672417cab5988376b3690?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,28,9542
165,Tondo,"spotify:artist:6nS5roXSAGhTGr34W6n7Et, spotify:artist:7hs75D38FalYWr7BDO1WPh","Disclosure, Eko Roosevelt",spotify:album:2X0qQbmpTzSmURWNSjxEUU,Etran,spotify:artist:6nS5roXSAGhTGr34W6n7Et,spotify:track:7gdIyyg9h1j68266yFnDWh,Disclosure,2/27/2020,https://i.scdn.co/image/ab67616d0000b273849b1bf794cee54fb8c2d2ba,1,3,329280,,FALSE,,9395
166,Last Night a D.J. Saved My Life,spotify:artist:50xejJlMNloQ4PUB7lGP9h,Indeep,spotify:album:1ADDWk1kGAsgKes4fik49O,A Night to Remember (Mixed By Tony Okungbowa & Jojoflores),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:34jtsFqKNRSJFa0r6ZRqQh,Various Artists,5/1/2012,https://i.scdn.co/image/ab67616d0000b273489e3d47204a86ebd21ea0c8,1,14,252653,https://p.scdn.co/mp3-preview/2897e234d4bfecc666494d406d63d0d66026a505?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,59,1270
167,Latch,"spotify:artist:6nS5roXSAGhTGr34W6n7Et, spotify:artist:2wY79sveU1sp5g7SokKOiI","Disclosure, Sam Smith",spotify:album:7bdjtx1RTkWoSoOaIl7a8E,Settle (Special Edition),spotify:artist:6nS5roXSAGhTGr34W6n7Et,spotify:track:51ODNNDZm21HU7wI7cccRr,Disclosure,6/3/2013,https://i.scdn.co/image/ab67616d0000b273786201dca187d2b0c956c24b,1,3,255631,,FALSE,75,573
168,Life Goes On,"spotify:artist:4QfP8q2uWxpH3iZFkwDI7b, spotify:artist:7Bi7LziJZ8WXJEF11BW0iQ","Ricii Lompeurs, Francesco Ray",spotify:album:44BgTplLwGcY1ER9jn2Tng,Life Goes On,"spotify:artist:4QfP8q2uWxpH3iZFkwDI7b, spotify:artist:7Bi7LziJZ8WXJEF11BW0iQ",spotify:track:2jfNbQZ8VqVhPvOtXOrmon,"Ricii Lompeurs, Francesco Ray",7/1/2022,https://i.scdn.co/image/ab67616d0000b273dad35d24218b599102deb546,1,1,190000,https://p.scdn.co/mp3-preview/8bf4609afdcfc15bcb890045ce7ad41aae1b966b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,2137
169,Better Man,spotify:artist:6rkTQmuuLWdHk44zzjLnra,PIB,spotify:album:36FNBIrtMyAPiS8t8IewRG,Better Man,spotify:artist:6rkTQmuuLWdHk44zzjLnra,spotify:track:0RdGed3unR2QgTjn5cIPzg,PIB,8/5/2022,https://i.scdn.co/image/ab67616d0000b27375d93a9d65074fe59e144421,1,1,156031,https://p.scdn.co/mp3-preview/1c090f551bc20d380c8f03abd8b5785bfee26a1b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,7479
170,Rock DJ,spotify:artist:2HcwFjNelS49kFbfvMxQYw,Robbie Williams,spotify:album:11DmTQm7WPeSXih1FPuaXL,Sing When You're Winning,spotify:artist:2HcwFjNelS49kFbfvMxQYw,spotify:track:4pbyDPjFgfPqFTcIMC8xpK,Robbie Williams,1/1/2000,https://i.scdn.co/image/ab67616d0000b273c5f3aaf3b54a777d96ecf604,1,3,258560,,FALSE,69,4806
171,Do You?,"spotify:artist:7ftoSUA2KbjexDCkfCr4sq, spotify:artist:2XTRoQArGbHUQL17Cxcxkq","Cats-22, Ana Roze",spotify:album:2B0Nis1f2fRj6et9u74Ub0,Do You?,spotify:artist:7ftoSUA2KbjexDCkfCr4sq,spotify:track:0HqBFwHNLBCCP2wGHgiDX2,Cats-22,6/26/2022,https://i.scdn.co/image/ab67616d0000b273a8fa1ea15a3fe4a547565ff4,1,1,176373,https://p.scdn.co/mp3-preview/493386b333c30c5c00427f236816375c813cccd8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,11,9685
172,Family,"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:23fqKkggKUBHNkbKtXEls4","The Chainsmokers, Kygo",spotify:album:01GR4NL5O5CZM51k0aejKD,World War Joy,spotify:artist:69GGBxA162lTqCwzJG5jLp,spotify:track:3TKpJrY9q49Mj1JOsM9zGL,The Chainsmokers,12/6/2019,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,1,2,194826,https://p.scdn.co/mp3-preview/79891344107c37f85d3b384738e601073fbf069f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,5594
173,Stick With You,spotify:artist:1eYaa3AJoGw6LVJNi5XSNZ,Hunter Falls,spotify:album:1jn9mTN6JhORUjq8TajB7q,Stick With You,spotify:artist:1eYaa3AJoGw6LVJNi5XSNZ,spotify:track:2Ndq6t9UPGcvpnroC253f2,Hunter Falls,6/17/2022,https://i.scdn.co/image/ab67616d0000b2736d635b5e0252a104ce26b802,1,1,192516,https://p.scdn.co/mp3-preview/b438338c94927618462eeb281623e88165c0151f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,6,1822
174,Jetlag,"spotify:artist:647lzSJQDyYGmPtTl6LWjH, spotify:artist:3xwLNvmLpu3mDKzCoht2lp","Cymo, Treetalk",spotify:album:6lZdtdUT8DgNGLXUNSGb07,Jetlag,"spotify:artist:647lzSJQDyYGmPtTl6LWjH, spotify:artist:3xwLNvmLpu3mDKzCoht2lp",spotify:track:7yeNbapXdMw5n0ykpDkNLm,"Cymo, Treetalk",4/15/2022,https://i.scdn.co/image/ab67616d0000b2731d44d5261908be43489e24a4,1,1,143571,https://p.scdn.co/mp3-preview/114c6b783d6d88126e49fb23ac02cca54518a612?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,22,6071
175,Liki Tiki,"spotify:artist:7E6r9S8qCRfZVCjF1A8do6, spotify:artist:4fkonOVOD4ehVOd2gAxgyZ, spotify:artist:1HcAkAeL4xf02wzAnl7mIV","Kes, J Perry, Michael Brun",spotify:album:3HOMvaJTUweoeIdDEGGdQv,Liki Tiki,"spotify:artist:7E6r9S8qCRfZVCjF1A8do6, spotify:artist:4fkonOVOD4ehVOd2gAxgyZ, spotify:artist:1HcAkAeL4xf02wzAnl7mIV",spotify:track:0qv8QT3o58t8rt2iG20HU8,"Kes, J Perry, Michael Brun",3/18/2022,https://i.scdn.co/image/ab67616d0000b2731dc6a6f670a19882685d5cb3,1,1,195000,https://p.scdn.co/mp3-preview/f7a005900ce8835184e847afe7aac449ec8a5ca7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,1993
176,We Were Liars (feat. Joel Sundkvist),"spotify:artist:5VXPJC0PNpJbzB10A39G8E, spotify:artist:7uuTT33JCupBqe9tB9CZUM","Janji, Joel Sundkvist",spotify:album:0KA4Zm29WnTO1l8o2kZczU,We Were Liars (feat. Joel Sundkvist),"spotify:artist:5VXPJC0PNpJbzB10A39G8E, spotify:artist:7uuTT33JCupBqe9tB9CZUM",spotify:track:6x57x6aXfUuNCKQZ1uhGmA,"Janji, Joel Sundkvist",5/13/2022,https://i.scdn.co/image/ab67616d0000b273ad69d532e5464f429d790773,1,1,214387,https://p.scdn.co/mp3-preview/638bee9a54d1119502f3ed3849c870732e0d3ab4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,20,1661
177,Fall In Love,spotify:artist:7HL0NItywvJ7qgDfBiIo0E,Kenny Sharp,spotify:album:6MGZG1JF7McfLzdQKgozNQ,Fall In Love,spotify:artist:7HL0NItywvJ7qgDfBiIo0E,spotify:track:23zcrykN6XctJohoLcd9Uq,Kenny Sharp,10/25/2021,https://i.scdn.co/image/ab67616d0000b273f6dbd8ab48a1a523f204cf2d,1,1,176923,https://p.scdn.co/mp3-preview/b128c93a0650b45ffd42e10d3e63d6699bb9388f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,8771
178,Mr. Sandman - Electro Swing Mix,"spotify:artist:0MCy2uUaKHn4iNMAih50Vg, spotify:artist:1ZE2zARWVP6LOZfsS5Hmw1","Betty Booom, La PetitOrchestre",spotify:album:4Us7t4TJrR6K63EqAJyj1v,Mr. Sandman,"spotify:artist:0MCy2uUaKHn4iNMAih50Vg, spotify:artist:1ZE2zARWVP6LOZfsS5Hmw1",spotify:track:55LoX0AVO9oLSt4puryCYf,"Betty Booom, La PetitOrchestre",11/26/2021,https://i.scdn.co/image/ab67616d0000b273d2c698af23c2e164a40249cc,1,1,174075,https://p.scdn.co/mp3-preview/4c3687eb5c9bcc38dca15cbbe1dfc8bbf3def7ca?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,3935
179,Long Way Down,spotify:artist:4kA2Nc7ABFmtulhoskS8Wz,Coyote Island,spotify:album:5Op79pw4hGcIlWfARy1yZH,Origin Stories,spotify:artist:4kA2Nc7ABFmtulhoskS8Wz,spotify:track:0IlZr3cNpz300BdlOOx0DZ,Coyote Island,5/20/2022,https://i.scdn.co/image/ab67616d0000b2735d67b0c04e1c05814783e1d8,1,7,173367,https://p.scdn.co/mp3-preview/d7428edaff40985197bd3eb17fbff42e9862074f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,11,6942
180,Make Swing Great Again,"spotify:artist:1KIo4b95g1KHA2AQz7fwa2, spotify:artist:5GImm0oU5MkW7OHkb91jwu, spotify:artist:68TSKE26i8EDiY2UkCiRhE","Deladap, Wolfgang Lohr, Melinda Stoika",spotify:album:61JnNb7gd8DT4OButdEy9O,Make Swing Great Again,"spotify:artist:1KIo4b95g1KHA2AQz7fwa2, spotify:artist:5GImm0oU5MkW7OHkb91jwu",spotify:track:4adprlc89oPxncuzltNd5k,"Deladap, Wolfgang Lohr",5/29/2020,https://i.scdn.co/image/ab67616d0000b273d9842f934446ae908e9e193c,1,1,204120,https://p.scdn.co/mp3-preview/d725e9e4a2ba32e466f71dcf111f0cd76213cf6e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,473
181,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)","spotify:artist:6O9WquDfQTxGRZqZUXVEQx, spotify:artist:7qG3b048QCHVRO5Pv1T5lw, spotify:artist:4TH4BHy0LdBi3dpBW4P2UX, spotify:artist:3N3R2mEESjTYM3W6ye2bod, spotify:artist:5EvFsr3kj42KNv97ZEnqij","RedOne, Enrique Iglesias, R. City, Serayah, Shaggy",spotify:album:6tKMULzJzBkwS3RZvgddKa,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",spotify:artist:6O9WquDfQTxGRZqZUXVEQx,spotify:track:1TPUbLdzpfgF7wrPEXIAAB,RedOne,5/20/2016,https://i.scdn.co/image/ab67616d0000b273d50825c5d158764fe3e5de23,1,1,207719,https://p.scdn.co/mp3-preview/dc3fddb28140ff238cec36f2a7613eb7f99ff524?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57,1404
182,THATS WHAT I WANT,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,spotify:album:6pOiDiuDQqrmo5DbG0ZubR,MONTERO,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,9/17/2021,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,1,4,143901,https://p.scdn.co/mp3-preview/d62f4961618e4b4d40d823a11c6a6c1bf3fbd649?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,85,593
183,Rapture - Avicii New Generation Mix,spotify:artist:1C60viSZv6BoYtrnkZ44g5,Nadia Ali,spotify:album:24jEjHqZX696l6TtTW3fns,Queen of Clubs Trilogy: Onyx Edition,spotify:artist:1C60viSZv6BoYtrnkZ44g5,spotify:track:2bcYHFk3XWcPnDXYY3tdJX,Nadia Ali,11/11/2010,https://i.scdn.co/image/ab67616d0000b273a60ab1ed977935b87e0c2f71,1,1,221543,https://p.scdn.co/mp3-preview/7066f8a94c9a8bfa4cdee2a9b3d7d68f6b956779?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,4538
184,Around the World (La La La La La) - Radio Version,"spotify:artist:5wTdspmxzb8V4ZjvDodpBo, spotify:artist:0PEfbjTw85CAN5G0lz9n3p","A Touch Of Class, Pete Konemann",spotify:album:2kBFECL9a71fNRXbRW5xO3,Planet Pop,spotify:artist:5wTdspmxzb8V4ZjvDodpBo,spotify:track:7CvOnbFdnIoXMQ4eFCo5lB,A Touch Of Class,11/6/2000,https://i.scdn.co/image/ab67616d0000b2732b674491e363e44f14d10f43,1,2,214533,https://p.scdn.co/mp3-preview/166e36fb796989152981d69d1214397d75b98730?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,1011
185,Axel F,,Crazy Frog,,Crazy Hits,spotify:artist:4J3wzDMI97AlGimdiVcaLb,,Crazy Frog,8/4/2005,,,2,172695,,FALSE,,366
186,Rise Up,spotify:artist:2P1h10tRBVlC2lVUqhl6wm,Yves Larock,spotify:album:5YcEqz40mA4oEmbiPSI8pd,Rise Up (The Remixes),spotify:artist:2P1h10tRBVlC2lVUqhl6wm,spotify:track:02PT1v8hMWFu2gT0TMUHNR,Yves Larock,11/20/2015,https://i.scdn.co/image/ab67616d0000b273022e7a069f6e51d150c9d0f2,1,5,452613,https://p.scdn.co/mp3-preview/5cd7679e23d510f48e76daf3cb91afc0264cba4d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,3044
187,Mr. Saxobeat,spotify:artist:0BmLNz4nSLfoWYW1cYsElL,,spotify:album:6qqbwfjI3a9mwSK8w4Y4pF,Saxobeats,spotify:artist:0BmLNz4nSLfoWYW1cYsElL,spotify:track:1bQzetAXXDDTOAGw2jXSLx,Alexandra Stan,,https://i.scdn.co/image/ab67616d0000b2736e52c0bf9677410a1cf6c5e6,,1,,,FALSE,,9491
188,Be My Lover,spotify:artist:488v7rQzthLNK22r0UvMie,La Bouche,spotify:album:18INLUvzq7lcQUrdaqtgIN,Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton),spotify:artist:488v7rQzthLNK22r0UvMie,spotify:track:3vSn1frPgFcRXrjWOfhMLl,La Bouche,3/28/2003,https://i.scdn.co/image/ab67616d0000b273d5d55c3e0f45d6b9da1812d1,1,2,240866,https://p.scdn.co/mp3-preview/d43366d4f0bdc1f80068f0265bf362d309b4741b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,4133
189,Roses - Imanbek Remix,"spotify:artist:0H39MdGGX6dbnnQPt6NQkZ, spotify:artist:5rGrDvrLOV2VV8SCFVGWlj","SAINt JHN, Imanbek",spotify:album:3GqSdhWjmMypMwPLtzoFYs,Roses (Imanbek Remix),"spotify:artist:0H39MdGGX6dbnnQPt6NQkZ, spotify:artist:5rGrDvrLOV2VV8SCFVGWlj",spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",10/9/2019,https://i.scdn.co/image/ab67616d0000b273b340b496cb7c38d727ff40be,1,1,176840,https://p.scdn.co/mp3-preview/5a29fd81e019ec59cd4392680b3eb5c288b2252e?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,80,2002
190,Your Love (9PM),"spotify:artist:7jZM5w05mGhw6wTB1okhD9, spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:5Wg2b4Mp42gicxEeDNawf7","ATB, Topic, A7S",spotify:album:5ycJofS2JNGjRmxOPWg5zG,Your Love (9PM),"spotify:artist:7jZM5w05mGhw6wTB1okhD9, spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:5Wg2b4Mp42gicxEeDNawf7",spotify:track:4SL2iWHt3azgITI04G5NpY,"ATB, Topic, A7S",1/15/2021,https://i.scdn.co/image/ab67616d0000b273752130b7e3d5a9b9183fbe5c,1,1,150052,,FALSE,62,511
191,Play That Track,"spotify:artist:5uiEF5htEqJgHcOajZ25ns, spotify:artist:31r6yVmmkwBaiF1PEJahvP","Blinded Hearts, Lucifer",spotify:album:2A36XXW88fFquT1A6nhcZj,Play That Track,"spotify:artist:5uiEF5htEqJgHcOajZ25ns, spotify:artist:31r6yVmmkwBaiF1PEJahvP",spotify:track:6OPQw3E008UIy26o1QwMoT,"Blinded Hearts, Lucifer",6/11/2021,https://i.scdn.co/image/ab67616d0000b27318e3147542dcb7d8336d42df,1,1,152548,https://p.scdn.co/mp3-preview/4998de0e0193ef48e6799f40aec95a85de4dea28?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,49,3666
